SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL,CATALOG_PDF
M103-36,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,M103 Style,,,,,,,,,,,,,,,,,,,,,,,,,25,40,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stationary Armless Chair,,Height: 44; Seat Height: 21; Seat Depth: 20; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze and Antique Brass shown (see samples for color selection),WOOD FINISH:,Shagbark shown. Console features an optional wood tray (see price list for wood finish color options),DESIGN NOTE:,The Wedge (-53) does not feature a reversible cushion, but all other seat cushions in fabric may be flipped.,Activator switches on recliners with an arm feature a USB port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=M103&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M103.pdf
M103-86,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,M103 Style,,,,,,,,,,,,,,,,,,,,,,,,,25,40,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-sectional-motorized-headrest.jpg ,,,,,,,,,Motorized Reclining Armless Chair with Headrest,,Height: 44; Seat Height: 21; Seat Depth: 20; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze and Antique Brass shown (see samples for color selection),WOOD FINISH:,Shagbark shown. Console features an optional wood tray (see price list for wood finish color options),DESIGN NOTE:,The Wedge (-53) does not feature a reversible cushion, but all other seat cushions in fabric may be flipped.,Activator switches on recliners with an arm feature a USB port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M103&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M103.pdf
M103-53,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,M103 Style,,,,,,,,,,,,,,,,,,,,,,,,,79,40,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wedge,,Height: 44; Seat Height: 21; Seat Depth: 20; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze and Antique Brass shown (see samples for color selection),WOOD FINISH:,Shagbark shown. Console features an optional wood tray (see price list for wood finish color options),DESIGN NOTE:,The Wedge (-53) does not feature a reversible cushion, but all other seat cushions in fabric may be flipped.,Activator switches on recliners with an arm feature a USB port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=M103&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M103.pdf
M103-71,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,M103 Style,,,,,,,,,,,,,,,,,,,,,,,,,18,39,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Console,,Height: 44; Seat Height: 21; Seat Depth: 20; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze and Antique Brass shown (see samples for color selection),WOOD FINISH:,Shagbark shown. Console features an optional wood tray (see price list for wood finish color options),DESIGN NOTE:,The Wedge (-53) does not feature a reversible cushion, but all other seat cushions in fabric may be flipped.,Activator switches on recliners with an arm feature a USB port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=M103&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M103.pdf
WC-101,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,M103 Style,,,,,,,,,,,,,,,,,,,,,,,,,19,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood ConsoleTray,,Height: 44; Seat Height: 21; Seat Depth: 20; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze and Antique Brass shown (see samples for color selection),WOOD FINISH:,Shagbark shown. Console features an optional wood tray (see price list for wood finish color options),DESIGN NOTE:,The Wedge (-53) does not feature a reversible cushion, but all other seat cushions in fabric may be flipped.,Activator switches on recliners with an arm feature a USB port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=M103&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M103.pdf
M103-83,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,M103 Style,,,,,,,,,,,,,,,,,,,,,,,,,33,40,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-sectional-motorized-headrest.jpg ,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-sectional-motorized-headrest.jpg ,,,,,,,,Motorized Reclining Chair with Headrest (not shown),,Height: 44; Seat Height: 21; Seat Depth: 20; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze and Antique Brass shown (see samples for color selection),WOOD FINISH:,Shagbark shown. Console features an optional wood tray (see price list for wood finish color options),DESIGN NOTE:,The Wedge (-53) does not feature a reversible cushion, but all other seat cushions in fabric may be flipped.,Activator switches on recliners with an arm feature a USB port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M103&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M103.pdf
M103-87,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,M103 Style,,,,,,,,,,,,,,,,,,,,,,,,,33,40,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-sectional-motorized-headrest.jpg ,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-sectional-motorized-headrest.jpg ,,,,,,,,Motorized Swivel Glider Reclining Chair with Headrest (not shown),,Height: 44; Seat Height: 21; Seat Depth: 20; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze and Antique Brass shown (see samples for color selection),WOOD FINISH:,Shagbark shown. Console features an optional wood tray (see price list for wood finish color options),DESIGN NOTE:,The Wedge (-53) does not feature a reversible cushion, but all other seat cushions in fabric may be flipped.,Activator switches on recliners with an arm feature a USB port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M103&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M103.pdf
M103-90,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,M103 Style,,,,,,,,,,,,,,,,,,,,,,,,,33,40,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-sectional-motorized-headrest.jpg ,,,,,,,,,Motorized Glider Reclining Chair with Headrest,,Height: 44; Seat Height: 21; Seat Depth: 20; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze and Antique Brass shown (see samples for color selection),WOOD FINISH:,Shagbark shown. Console features an optional wood tray (see price list for wood finish color options),DESIGN NOTE:,The Wedge (-53) does not feature a reversible cushion, but all other seat cushions in fabric may be flipped.,Activator switches on recliners with an arm feature a USB port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M103&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M103.pdf
M103-83,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,M103 Style,,,,,,,,,,,,,,,,,,,,,,,,,33,40,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-sectional-motorized-headrest.jpg ,,,,,,,,,Motorized Reclining Chair with Headrest,,Height: 44; Seat Height: 21; Seat Depth: 20; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze and Antique Brass shown (see samples for color selection),WOOD FINISH:,Shagbark shown. Console features an optional wood tray (see price list for wood finish color options),DESIGN NOTE:,The Wedge (-53) does not feature a reversible cushion, but all other seat cushions in fabric may be flipped.,Activator switches on recliners with an arm feature a USB port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M103&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M103.pdf
M103-87,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,M103 Style,,,,,,,,,,,,,,,,,,,,,,,,,33,40,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-sectional-motorized-headrest.jpg ,,,,,,,,,Motorized Swivel Glider Reclining Chair with Headrest,,Height: 44; Seat Height: 21; Seat Depth: 20; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze and Antique Brass shown (see samples for color selection),WOOD FINISH:,Shagbark shown. Console features an optional wood tray (see price list for wood finish color options),DESIGN NOTE:,The Wedge (-53) does not feature a reversible cushion, but all other seat cushions in fabric may be flipped.,Activator switches on recliners with an arm feature a USB port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M103&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M103.pdf
M103-90,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,M103 Style,,,,,,,,,,,,,,,,,,,,,,,,,33,40,44,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-motorized-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-motorized-gliding-headrest-recliner.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-leather-sectional-motorized-headrest.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-sectional-motorized-headrest.jpg ,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/M103-HD-fabric-sectional-motorized-headrest.jpg ,,,,,,,,Motorized Glider Reclining Chair with Headrest (shown),,Height: 44; Seat Height: 21; Seat Depth: 20; Arm Height: 25,"BACK STYLE:,Bustle back with motorized adjustable headrest,NAILHEAD:,Small size (size/configuration shown standard),Rubbed Bronze and Antique Brass shown (see samples for color selection),WOOD FINISH:,Shagbark shown. Console features an optional wood tray (see price list for wood finish color options),DESIGN NOTE:,The Wedge (-53) does not feature a reversible cushion, but all other seat cushions in fabric may be flipped.,Activator switches on recliners with an arm feature a USB port.,The Motorized Reclining Armless Chair with Headrest (-86) features a corded hand control.,The Console features a pop-up charging station, cup holders, and drawer.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=M103&piece=2,https://smithbrothersfurniture.com/downloads/CatalogPages/M103.pdf
512-30,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,512 Style,,,,,,,,,,,,,,,,,,,,,,,,,37,38,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-leather-chair.jpg,,,,,,,,,,,,,,,Chair,,Width: 37; Depth: 38; Height: 38; Inside Width: 22; Seat Height: 19; Seat Depth: 23; Arm Height: 25,"BACK STYLE:,Pullover button tufted inside back,LEGS:,The Chair (-30) has turned front legs (removable) and built-in shaped back legs (non-removable),WOOD FINISH:,None shown (see samples for color selection on applicable pieces),NAILHEAD:,Medium size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman (-40C) is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched.,Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=512&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/512.pdf
512-40,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,512 Style,,,,,,,,,,,,,,,,,,,,,,,,,30,24,18,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-leather-ottoman.jpg,,,,,,,,,,,,,,Ottoman,,Width: 37; Depth: 38; Height: 38; Inside Width: 22; Seat Height: 19; Seat Depth: 23; Arm Height: 25,"BACK STYLE:,Pullover button tufted inside back,LEGS:,The Chair (-30) has turned front legs (removable) and built-in shaped back legs (non-removable),WOOD FINISH:,None shown (see samples for color selection on applicable pieces),NAILHEAD:,Medium size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman (-40C) is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched.,Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=512&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/512.pdf
512-56,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,512 Style,,,,,,,,,,,,,,,,,,,,,,,,,37,38,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-fabric-swivel-chair.jpg ,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-fabric-swivel-chair.jpg ,,,,,,,,,,,,,Swivel Chair (shown),,Width: 37; Depth: 38; Height: 38; Inside Width: 22; Seat Height: 19; Seat Depth: 23; Arm Height: 25,"BACK STYLE:,Pullover button tufted inside back,LEGS:,The Chair (-30) has turned front legs (removable) and built-in shaped back legs (non-removable),WOOD FINISH:,None shown (see samples for color selection on applicable pieces),NAILHEAD:,Medium size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman (-40C) is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched.,Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=512&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/512.pdf
512-40C,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,512 Style,,,,,,,,,,,,,,,,,,,,,,,,,30,24,18,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-leather-ottoman.jpg,,,,,,,,,,,,,,Ottoman with Casters (shown),,Width: 37; Depth: 38; Height: 38; Inside Width: 22; Seat Height: 19; Seat Depth: 23; Arm Height: 25,"BACK STYLE:,Pullover button tufted inside back,LEGS:,The Chair (-30) has turned front legs (removable) and built-in shaped back legs (non-removable),WOOD FINISH:,None shown (see samples for color selection on applicable pieces),NAILHEAD:,Medium size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman (-40C) is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched.,Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=512&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/512.pdf
512-30,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,512 Style,,,,,,,,,,,,,,,,,,,,,,,,,37,38,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-fabric-swivel-chair.jpg ,,,,,,,,,,,,,,Chair (shown),,Width: 37; Depth: 38; Height: 38; Inside Width: 22; Seat Height: 19; Seat Depth: 23; Arm Height: 25,"BACK STYLE:,Pullover button tufted inside back,LEGS:,The Chair (-30) has turned front legs (removable) and built-in shaped back legs (non-removable),WOOD FINISH:,None shown (see samples for color selection on applicable pieces),NAILHEAD:,Medium size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman (-40C) is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched.,Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=512&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/512.pdf
512-40,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,512 Style,,,,,,,,,,,,,,,,,,,,,,,,,30,24,18,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-leather-ottoman.jpg,,,,,,,,,,,,,,Ottoman (shown),,Width: 37; Depth: 38; Height: 38; Inside Width: 22; Seat Height: 19; Seat Depth: 23; Arm Height: 25,"BACK STYLE:,Pullover button tufted inside back,LEGS:,The Chair (-30) has turned front legs (removable) and built-in shaped back legs (non-removable),WOOD FINISH:,None shown (see samples for color selection on applicable pieces),NAILHEAD:,Medium size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman (-40C) is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched.,Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=512&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/512.pdf
512-56,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,512 Style,,,,,,,,,,,,,,,,,,,,,,,,,37,38,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-fabric-swivel-chair.jpg ,,,,,,,,,,,,,,Swivel Chair,,Width: 37; Depth: 38; Height: 38; Inside Width: 22; Seat Height: 19; Seat Depth: 23; Arm Height: 25,"BACK STYLE:,Pullover button tufted inside back,LEGS:,The Chair (-30) has turned front legs (removable) and built-in shaped back legs (non-removable),WOOD FINISH:,None shown (see samples for color selection on applicable pieces),NAILHEAD:,Medium size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman (-40C) is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched.,Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=512&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/512.pdf
512-40C,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,NEW STYLES,,,,,,512 Style,,,,,,,,,,,,,,,,,,,,,,,,,30,24,18,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/512-HD-leather-ottoman.jpg,,,,,,,,,,,,,,Ottoman with Casters,,Width: 37; Depth: 38; Height: 38; Inside Width: 22; Seat Height: 19; Seat Depth: 23; Arm Height: 25,"BACK STYLE:,Pullover button tufted inside back,LEGS:,The Chair (-30) has turned front legs (removable) and built-in shaped back legs (non-removable),WOOD FINISH:,None shown (see samples for color selection on applicable pieces),NAILHEAD:,Medium size (size/configuration shown standard),Nailhead cannot be removed from this style,Black Pearl shown (see samples for color selection),DESIGN NOTE:,Ottoman (-40C) is standard with casters,Due to the complex tufted design of the inside back, fabric patterns will not be matched.,Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=512&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/512.pdf
